Fund Name,Dist (inc) / Accum,Main Currency,CUSIP,ISIN,Fund Family,Share,Net Expense Ratio,Morningstar Category,Asset Class,Sub Asset Class,Investment Area,Morningstar Rating overall,% Equity  USA ,% USA FI,Upload Date
NEUBERGER BERMAN GLOBAL BOND FUND CLASS M (USD)(ACC) (OFFSHORE)  ,,,G64406807,,NEUBERGER BERMAN OFFSHORE,S,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL BOND FUND CLASS M (USD)(DIS) (OFFSHORE)  ,,,G64406880,,NEUBERGER BERMAN OFFSHORE,S,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL DYNAMIC ASSET ALLOCATOR FD CL A(USD)(ACC)(OFF)  ,,,G6430L145,,NEUBERGER BERMAN OFFSHORE,O,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL EQUITY INDEX PUTWRITE FUND CLASS C1 (USD)(ACC)(OFF)  ,,,G64406534,,NEUBERGER BERMAN OFFSHORE, C,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL EQUITY INDEX PUTWRITE FUND CLASS M (USD)(ACC)(OFF)  ,,,G6430S207,,NEUBERGER BERMAN OFFSHORE,D,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL HIGH YIELD BOND FUND CLASS A (USD)(ACC)  ,,,G6430K816,,NEUBERGER BERMAN OFFSHORE,D,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL HIGH YIELD BOND FUND CLASS I (USD)(ACC)  ,,,G6430G716,,NEUBERGER BERMAN OFFSHORE,D,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL HIGH YIELD BOND FUND CLASS M (USD) (DIS) (OFF)  ,,,G64406187,,NEUBERGER BERMAN OFFSHORE,C,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL HIGH YIELD BOND FUND CLASS M (USD)(ACC)(OFF)  ,,,G64406179,,NEUBERGER BERMAN OFFSHORE,D,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL LONG SHORT CREDIT FUND CLASS I (USD) (PF) (ACC) (OFFSHORE) ,,,G6430D499,,NEUBERGER BERMAN OFFSHORE,U,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL LONG SHORT CREDIT FUND CLASS I (USD) (PF) (DIS) (OFFSHORE) ,,,G6430D481,,NEUBERGER BERMAN OFFSHORE,U,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL OPPORTUNISTIC BOND FD CL A (USD)(ACC) (OFF) ,,,G6429V542,,NEUBERGER BERMAN OFFSHORE,D,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL OPPORTUNISTIC BOND FUND CLASS C1 (USD)  ,,,G64406559,,NEUBERGER BERMAN OFFSHORE, B,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL OPPORTUNISTIC BOND FUND CLASS M (USD)  ,,,G64406567,,NEUBERGER BERMAN OFFSHORE,C,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN GLOBAL REAL ESTATE SECURITIES FUND CLASS A (USD)(ACC)  ,,,G6S31J879,,NEUBERGER BERMAN OFFSHORE,S,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN HIGH YIELD BOND FD CL M (USD)(ACC) (OFFSHORE)  ,,,G64392411,,NEUBERGER BERMAN OFFSHORE,L,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN HIGH YIELD BOND FUND CLASS C1 (USD) (DIS)(OFFSHORE)  ,,,G6431L276,,NEUBERGER BERMAN OFFSHORE, C,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN HIGH YIELD BOND FUND CLASS M (USD) (DIS)(OFFSHORE)  ,,,G64406872,,NEUBERGER BERMAN OFFSHORE,S,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN MULTI ASSET CLASS GROWTH FUND CLASS A (USD)(ACC)(OFF)  ,,,G6430T460,,NEUBERGER BERMAN OFFSHORE,D,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN MULTI ASSET CLASS INCOME FUND CLASS A (USD) (ACC) (OFFSHORE) ,,,G6430T429,,NEUBERGER BERMAN OFFSHORE,S,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN MULTI ASSET CLASS INCOME FUND CLASS C1 (USD) (ACC) (OFFSHORE) ,,,G64406542,,NEUBERGER BERMAN OFFSHORE, C,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN MULTI ASSET CLASS ROWTH FUND CLASS I (USD)(ACC)(OFF)  ,,,G6430T122,,NEUBERGER BERMAN OFFSHORE,D,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN MULTIASSET RISK PREMIA FUND CLASS C1_(USD)(ACC)  ,,,G64406864,,NEUBERGER BERMAN OFFSHORE, F,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN NEXT GENERATION MOBILITY FUND CLASS A (USD)(ACC)  ,,,G6430U335,,NEUBERGER BERMAN OFFSHORE,Y,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN NEXT GENERATION MOBILITY FUND CLASS I (USD)(ACC)  ,,,G6430D721,,NEUBERGER BERMAN OFFSHORE,Y,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN NEXT GENERATION MOBILITY FUND CLASS I (USD)(DIS)  ,,,G6430D713,,NEUBERGER BERMAN OFFSHORE,Y,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN SHORT DUR EMERG MARKET DEBT FD CL C1 (USD)(DIS)(OFF)  ,,,G6431L284,,NEUBERGER BERMAN OFFSHORE, F,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN SHORT DURATION EMMA DEBT FD CL M (USD)(DIS)(OFF)  ,,,G64406336,,NEUBERGER BERMAN OFFSHORE,T,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN SHORT DURATION EMMA FD CL M (USD) (ACC)(OFFSHORE)  ,,,G64406328,,NEUBERGER BERMAN OFFSHORE,L,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN SHORT DURATION HIGH YIELD BD FD CL M (USD)(ACC)(OFF)  ,,,G64406849,,NEUBERGER BERMAN OFFSHORE,D,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN SHORT DURATION HIGH YIELD BD FD CL M (USD)(DIS)(OFF)  ,,,G64406831,,NEUBERGER BERMAN OFFSHORE,D,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN SIAN DEBT HARD CURRENCY FUND CL I (USD) (ACC)  ,,,G6431L110,,NEUBERGER BERMAN OFFSHORE,N,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN STRATEGIC INCOME FUND CLASS M (EUR) (ACC) ISIN IE00BWB97642 ,,,G6S31M823,,NEUBERGER BERMAN OFFSHORE,R,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. EQUITY INDEX PUT WRITE FUND CL M (USD)(ACC) (OFF)  ,,,G6430L475,,NEUBERGER BERMAN OFFSHORE,U,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. EQUITY INDEX PUTWRITE FUND CLASS C1_(USD)(ACC) ISIN IE00BDFBKW04 ,,,G64406203,,NEUBERGER BERMAN OFFSHORE,S,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. LNG SHRT EQ FD CL A (USD)(PF)(ACC)   ,,,G6430D200,,NEUBERGER BERMAN OFFSHORE,Q,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. LONG SHORT EQUITY FD CL C1 (USD)(ACC)(OFF)  ,,,G64406211,,NEUBERGER BERMAN OFFSHORE, F,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. LONG SHORT EQUITY FUND CLASS I (USD) (PF) (DIS) (OFFSHORE) ,,,G6430D176,,NEUBERGER BERMAN OFFSHORE,U,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. MULTICAP OPPORT FUND CL M (EUR) (ACC) ISIN IE00BWB95S20 ,,,G6S31M781,,NEUBERGER BERMAN OFFSHORE,R,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. MULTICAP OPPORTUNITIES FD CL M (USD)(ACC)(OFF)  ,,,G64392379,,NEUBERGER BERMAN OFFSHORE,S,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. REAL ESTATE SECURITIES FD CL C1 (USD)(ACC)(OFF)  ,,,G64406823,,NEUBERGER BERMAN OFFSHORE, F,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. REAL ESTATE SECURITIES FD CL M (USD)(ACC)(OFF)  ,,,G64392387,,NEUBERGER BERMAN OFFSHORE,S,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. SMALL CAP FUND CLASS A (USD)(DIS)   ,,,G6S30Z445,,NEUBERGER BERMAN OFFSHORE, F,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. SMALL CAP FUND CLASS M (USD)(ACC) (OFFSHORE)  ,,,G64392395,,NEUBERGER BERMAN OFFSHORE,S,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. STRAT INC FD CL A_(USD)(DIS)   ,,,G6430L335,,NEUBERGER BERMAN OFFSHORE,T,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. STRATEGIC INC FD CL M (USD)(ACC) (UNHDG)(OFF)  ,,,G64392429,,NEUBERGER BERMAN OFFSHORE,M,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. STRATEGIC INCOME FD CL C1 (USD)(ACC)(OFF)  ,,,G64406229,,NEUBERGER BERMAN OFFSHORE, F,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN U.S. STRATEGIC INCOME FD CL M (USD)(DIS)(OFF)  ,,,G64406237,,NEUBERGER BERMAN OFFSHORE,E,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN UNCORRELATED STRATEGIES FUND CL M (EUR)(ACC) ISIN IE00BDC3NF35 ,,,G6430S793,,NEUBERGER BERMAN OFFSHORE,U,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN UNCORRELATED STRATEGIES FUND CLASS C1 (USD)(ACC)  ,,,G6430T403,,NEUBERGER BERMAN OFFSHORE, F,,,unknown,,,,,,9/4/2020
NEUBERGER BERMAN US/EUROPEAN SR FLTG RATE INCOME FD CL I (USD)(ACC) (OFF)  ,,,G64379103,,NEUBERGER BERMAN OFFSHORE, F,,,unknown,,,,,,9/4/2020
New Capital Global Equity Conviction Fund  USD A Acc,,,G6440N 487,IE00BJYJDL74,New Capital (EFG),,,,unknown,,,,,,9/4/2020
New Capital Global Equity Conviction Fund  USD N Acc,,,G6440N 495,IE00BJYJDM81,New Capital (EFG),,,,unknown,,,,,,9/4/2020
New Capital Global Value Credit Fund  USD A Inc,,,G6440N 511,IE00BJYJDP13,New Capital (EFG),,,,unknown,,,,,,9/4/2020
NN (L) Absolute Return Bond  P Cap USD (hedged i),,,L51245337,LU1137489826,NN/ Voya,P,,,unknown,,,,,,9/4/2020
NN (L) Absolute Return Bond  X Cap USD (hedged i),,,L51245345,LU1137490089,NN/ Voya,X,,,unknown,,,,,,9/4/2020
NN (L) European High Dividend  P Cap USD,,,L51222799,LU0430558360,NN/ Voya,P,,,unknown,,,,,,9/4/2020
NN (L) First Class Multi Asset  P Cap USD ,,,L51245394 ,LU1114387571,NN/ Voya,P,,,unknown,,,,,,9/4/2020
NN (L) First Class Yield Opportunitites (hedged i) P Cap USD ,,,L6805J117,LU1589690848,NN/ Voya,P,,,unknown,,,,,,9/4/2020
NN (L) Frontier Markets Debt (Hard Currency)  P Dis USD,,,L6805L344,LU1769063329,NN/ Voya,P,,,unknown,,,,,,9/4/2020
NN (L) Frontier Markets Debt (Hard Currency)  X Dis USD ,,,L6805L351,LU1769063592,NN/ Voya,X,,,unknown,,,,,,9/4/2020
NN (L) Multi Asset Factor Opportunities  P Cap USD,,,L6805M763,LU1846654926,NN/ Voya,P,,,unknown,,,,,,9/4/2020
PineBridge China AShares Quantitative Fund,,,,IE00BDR0RK27,Pinebridge Investments,Class A,,,unknown,,,,,,9/4/2020
PineBridge China AShares Quantitative Fund,,,,IE00BGBV9H34,Pinebridge Investments,Class Y,,,unknown,,,,,,9/4/2020
PineBridge Global Funds  PineBridge Asia ex Japan Equity Fund ,,,G7S142172,IE00BZ13ZM99,Pinebridge Investments,Class C,,,unknown,,,,,,9/4/2020
PineBridge Global Funds  PineBridge Asia ex Japan Small Cap Equity Fund ,,,G7S142206,IE00BZ13ZT68,Pinebridge Investments,Class C,,,unknown,,,,,,9/4/2020
PineBridge Global Funds  PineBridge Global Dynamic Asset Allocation Fund,,,G7S142230,IE00BZ13ZQ38,Pinebridge Investments,Class C,,,unknown,,,,,,9/4/2020
PineBridge Global Funds  PineBridge Global Emerging Markets Local Currency Bond Fund,,,G7S142180,IE00BZ13ZN07,Pinebridge Investments,Class C,,,unknown,,,,,,9/4/2020
PineBridge Global Funds  PineBridge Global Focus Equity Fund,,,G7S142222,IE00BZ13ZS51,Pinebridge Investments,Class C,,,unknown,,,,,,9/4/2020
PineBridge Global Funds  PineBridge India Equity Fund ,,,G7S142214,IE00BZ13ZR45,Pinebridge Investments,Class C,,,unknown,,,,,,9/4/2020
PineBridge Global Funds  PineBridge Japan Small Cap Equity Fund,,,G7S13Z238,IE00BN579G54,Pinebridge Investments,Class C,,,unknown,,,,,,9/4/2020
PineBridge Global Funds  PineBridge USD Investment Grade Credit Fund,,,G7S142388,IE00BFMFD193,Pinebridge Investments,Class C,,,unknown,,,,,,9/4/2020
Polen Capital Focus U.S. Growth Fund,,,G7154L162,IE00B9C4BF45,Polen Capital Investment Funds plc,R CHF,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L543,IE00BYWHDC96,Polen Capital Investment Funds plc,I  EUR,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L568,IE00BYWHDF28,Polen Capital Investment Funds plc,I  GBP,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L592,IE00BYWHDJ65,Polen Capital Investment Funds plc,I  CHF,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L626,IE00BYWHDM94,Polen Capital Investment Funds plc,I  GBP UH,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L410,IE00BYWHDN02,Polen Capital Investment Funds plc,I  GBP UH Dist,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L535,IE00BYWHDB89,Polen Capital Investment Funds plc,R  USD UH,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L550,IE00BYWHDD04,Polen Capital Investment Funds plc,R EUR,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L576,IE00BYWHDG35,Polen Capital Investment Funds plc,R  GBP,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L584,IE00BYWHDH42,Polen Capital Investment Funds plc,R  CHF,,,unknown,,,,,,9/4/2020
Polen Capital International Growth Fund,,,G7154L618,IE00BYWHDL87,Polen Capital Investment Funds plc,R  USD UH C,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L428,IE00BYWHBC56,Polen Capital Investment Funds plc,I  EUR,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L436,IE00BYWHBK31,Polen Capital Investment Funds plc,I  GBP,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L469,IE00BYWHBN61,Polen Capital Investment Funds plc,I  CHF,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L493,IE00BYWHBR00,Polen Capital Investment Funds plc,I  GBP UH,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L501,IE00BYWHBS17,Polen Capital Investment Funds plc,I  GBP UH Dist,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L634,IE00BYWHBB40,Polen Capital Investment Funds plc,R  USD UH,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L519,IE00BYWHCN37,Polen Capital Investment Funds plc,R EUR,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L444,IE00BYWHBL48,Polen Capital Investment Funds plc,R  GBP,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L451,IE00BYWHBM54,Polen Capital Investment Funds plc,R  CHF,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L477,IE00BYWHBP85,Polen Capital Investment Funds plc,R  USD UH A,,,unknown,,,,,,9/4/2020
Polen Capital U.S. Small Company Growth Fund,,,G7154L485,IE00BYWHBQ92,Polen Capital Investment Funds plc,R  USD UH C,,,unknown,,,,,,9/4/2020
PGIF Global Property Securities Fund D Class Income,,,G7244T 241,IE00B3Z19L26,Principal ,D,,,unknown,,,,,,9/4/2020
PGIF Global Property Securities Fund F Class Income,,,G7244T 266,IE00B4327H67,Principal ,F,,,unknown,,,,,,9/4/2020
PGIF High Yield Fund D Class Income Units,,,G7244T 282,IE00B40N6N13,Principal ,D,,,unknown,,,,,,9/4/2020
PGIF High Yield Fund F Class Income,,,G7244T 308,IE00B43VX428,Principal ,F,,,unknown,,,,,,9/4/2020
Wellington Consumer Market Neutral Fund,,,,LU1751472090,Wellington Management Funds,N,,,unknown,,,,,,9/4/2020
Wellington Consumer Market Neutral Fund,,,,LU1751469468,Wellington Management Funds,D,,,unknown,,,,,,9/4/2020
Wellington Diversified Inflation Hedges Fund,,,,KYG9530N3344,Wellington Management Funds,N,,,unknown,,,,,,9/4/2020
Wellington Emerging Local Debt Fund,,,,IE00B129GM51,Wellington Management Funds,D,,,unknown,,,,,,9/4/2020
Wellington Emerging Markets Equity Fund,,,,IE00B9572M46,Wellington Management Funds,N,,,unknown,,,,,,9/4/2020
Wellington Global Bond Fund,,,,IE00BBGB1005,Wellington Management Funds,N,,,unknown,,,,,,9/4/2020
Wellington Global Credit Plus Fund,,,,IE00BG0VQK62,Wellington Management Funds,DL,,,unknown,,,,,,9/4/2020
Wellington Global Strategic Credit Fund,,,,KYG953092288,Wellington Management Funds,N,,,unknown,,,,,,9/4/2020
Wellington Global Total Return Fund (UCITS),,,,LU1931602715,Wellington Management Funds,D,,,unknown,,,,,,9/4/2020
Wellington Strategic European Equity LongShort Fund,,,,LU1786041126,Wellington Management Funds,DL,,,unknown,,,,,,9/4/2020
Wellington US$ Core High Yield Bond Fund,,,,IE00BYY2WJ23,Wellington Management Funds,N,,,unknown,,,,,,9/4/2020
Franklin MENA Fund,Acc,US Dollar,L40592773,LU0352132103,Franklin Templeton,A(acc)USD,2.58,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,4,0,,9/4/2020
Franklin MENA Fund,Inc,US Dollar,L40593193,LU0366004546,Franklin Templeton,A(Ydis)USD,2.57,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,4,0,,9/4/2020
Franklin MENA Fund,Acc,US Dollar,L40592799,LU0352132525,Franklin Templeton,B(acc)USD,3.88,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,3,0,,9/4/2020
Franklin MENA Fund,Acc,US Dollar,L40592781,LU0352132871,Franklin Templeton,N(acc)USD,3.07,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,3,0,,9/4/2020
JPM Emerging Middle East Equity A (acc)  USD,Acc,US Dollar,L5780X752,LU0210535208,JP Morgan Asset Management,A,1.8,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,3,0,,9/4/2020
JPM Emerging Middle East Equity C (acc)  USD,Acc,US Dollar,L3943A314,LU0129493754,JP Morgan Asset Management,C,1.05,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,4,0,,9/4/2020
JPM Emerging Middle East Equity D (acc)  USD,Acc,US Dollar,L57812536,LU0117896257,JP Morgan Asset Management,D,2.8,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,,0,,9/4/2020
Middle East,Inc,US Dollar,L81463561,LU1046231749,Schroders,A Dis USD,2,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,2,0,,9/4/2020
Middle East,Acc,US Dollar,L2218K130,LU0314589945,Schroders,A1 Acc USD,2.5,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,2,0,,9/4/2020
Middle East,Acc,US Dollar,L2218K106,LU0314588467,Schroders,B (alt C) Acc USD,2.6,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,2,0,,9/4/2020
Middle East,Acc,US Dollar,L2218K114,LU0314589358,Schroders,C (inst) Acc USD,1.45,EAA Fund Africa & Middle East Equity,Equity,Africa Equity,Middle East & Africa,3,0,,9/4/2020
Templeton Africa Fund,Acc,US Dollar,L4059E256,LU0727123662,Franklin Templeton,A(acc)USD,2.39,EAA Fund Africa Equity,Equity,Africa Equity,Africa,,0,,9/4/2020
AMUNDI FUNDS GLOBAL MACRO FOREX,Acc,US Dollar,L0216Q737,LU1883326172,Amundi Pioneer,A USD,,EAA Fund Alt  Currency,Alternative,Currency,Global,,,0.47865,9/4/2020
AMUNDI FUNDS GLOBAL MACRO FOREX,Inc,US Dollar,L0216Q778,LU1883327063,Amundi Pioneer,C USD MD,,EAA Fund Alt  Currency,Alternative,Currency,Global,,,0.47865,9/4/2020
Templeton Global Currency Fund,Acc,US Dollar,L40614494,LU1446801034,Franklin Templeton,A(acc)USD,1.35,EAA Fund Alt  Currency,Alternative,Currency,Global,,,8.52202,9/4/2020
Templeton Global Currency Fund,Acc,US Dollar,L40614544,LU1446801547,Franklin Templeton,N(acc)USD,2.05,EAA Fund Alt  Currency,Alternative,Currency,Global,,,8.52202,9/4/2020
NBIF DIVERSIFIED CURRENCY FUND INST'L CLASS (ACC) (USD) (OFFSHORE)  ,Acc,US Dollar,G5442V398,IE00B3L3LS35,NEUBERGER BERMAN OFFSHORE,S,1.34,EAA Fund Alt  Currency,Alternative,Currency,Global,,,,9/4/2020
NEUBERGER BERMAN DIVERSIFIED CURRENCY FUND CLASS A (ACC) (USD) (OFFSHORE) ,Acc,US Dollar,G64308433,IE00B3L3LT42,NEUBERGER BERMAN OFFSHORE,S,1.91,EAA Fund Alt  Currency,Alternative,Currency,Global,,,,9/4/2020
PictetShortTerm Emerging Local Currency DebtP dy USD,Inc,US Dollar,L757A2650,LU0366532645,PICTET (ONLY FOR ADVISORY ACCTS),P dy USD,1.24,EAA Fund Alt  Currency,Alternative,Currency,Global Emerging Mkts,,,0,9/4/2020
PictetShortTerm Emerging Local Currency DebtP USD,Acc,US Dollar,L757A2668,LU0366532561,PICTET (ONLY FOR ADVISORY ACCTS),P USD,1.24,EAA Fund Alt  Currency,Alternative,Currency,Global Emerging Mkts,,,0,9/4/2020
PictetShortTerm Emerging Local Currency DebtR USD,Acc,US Dollar,L757A2635,LU0366539657,PICTET (ONLY FOR ADVISORY ACCTS),R USD,1.69,EAA Fund Alt  Currency,Alternative,Currency,Global Emerging Mkts,,,0,9/4/2020
Emerging Markets Currency Fund,Acc,US Dollar,G70974889,IE00B1FHFN09,PIMCO,Institutional,0.85,EAA Fund Alt  Currency,Alternative,Currency,Global Emerging Mkts,,,3.76837,9/4/2020
Emerging Markets Currency Fund,Acc,Euro,G7112Q709,IE00B39T3650,PIMCO,Institutional EUR (Unhedged),0.85,EAA Fund Alt  Currency,Alternative,Currency,Global Emerging Mkts,,,3.76837,9/4/2020
Emerging Markets ShortTerm Local Currency Fund,Inc,US Dollar,G7097Y107,IE00B1FZR162,PIMCO,E Class,1.75,EAA Fund Alt  Currency,Alternative,Currency,Global Emerging Mkts,,,3.76837,9/4/2020
Emerging Markets ShortTerm Local Currency Fund,Acc,US Dollar,G70980506,IE00B3DD5P64,PIMCO,E Class,1.75,EAA Fund Alt  Currency,Alternative,Currency,Global Emerging Mkts,,,3.76837,9/4/2020
Wellington Global Currency Absolute Return Fund,Acc,US Dollar,,IE00BDHF6K05,Wellington Management Funds,D,1.05,EAA Fund Alt  Currency,Alternative,Currency,Global,,,11.69195,9/4/2020
Wellington Global Currency Absolute Return Fund,Acc,US Dollar,,IE00BDHF6L12,Wellington Management Funds,N,0.55,EAA Fund Alt  Currency,Alternative,Currency,Global,,,11.69195,9/4/2020
EATON VANCE GLOBAL MACRO FUND CLASS I2 (USD) (OFFSHORE) ISIN IE00B5724T02  ,Acc,US Dollar,G2919V225,IE00B5724T02,EATON VANCE OFFSHORE FUNDS,I2 ,1.11,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,0,,9/4/2020
EATON VANCE INT'L (IRELAND) GLOBAL MACRO C2 (OFFSHORE)   ,Acc,US Dollar,G2919V217,IE00B59Z5835,EATON VANCE OFFSHORE FUNDS,C2 ,2.27,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,0,,9/4/2020
EATON VANCE INT'L (IRELAND) GLOBAL MACRO FUND CLASS A2 (USD) (OFFSHORE)  ,Acc,US Dollar,G2919V183,IE00B5VSG325,EATON VANCE OFFSHORE FUNDS,A2 ,2.01,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,0,,9/4/2020
EATON VANCE INT'L (IRELAND) GLOBAL MACRO FUND CLASS M2 (USD) (ACC) (OFFSHORE) ,Acc,US Dollar,G2919V241,IE00B57F6C65,EATON VANCE OFFSHORE FUNDS,M2 ,1.27,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,0,,9/4/2020
Franklin K2 Global Macro Opportunities Fund,Acc,US Dollar,L4R58Z566,LU1446802784,Franklin Templeton,A(acc)USD,2.75,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,,,9/4/2020
Franklin K2 Global Macro Opportunities Fund,Inc,US Dollar,L4R58Z574,LU1446803089,Franklin Templeton,A(Mdis)USD,2.75,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,,,9/4/2020
Franklin K2 Global Macro Opportunities Fund,Inc,US Dollar,L4R58Z590,LU1446802941,Franklin Templeton,A(Ydis)USD,2.75,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,,,9/4/2020
Franklin K2 Global Macro Opportunities Fund,Acc,US Dollar,L4R58Z665,LU1446803162,Franklin Templeton,N(acc)USD,3.5,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,,,9/4/2020
Franklin K2 Global Macro Opportunities Fund,Acc,US Dollar,L4R58Z699,LU1446802602,Franklin Templeton,Z(acc)USD,2.25,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,,,9/4/2020
GAM Star Global Rates,Acc,US Dollar,G37232694,IE00B59GB660,GAM,A,3.27,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,,,9/4/2020
JPM Global Macro A (acc)  USD,Acc,US Dollar,L57818186,LU0235842555,JP Morgan Asset Management,A,1.45,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,14.84336,0.03443,9/4/2020
JPM Global Macro C (acc)  USD,Acc,US Dollar,L57818160,LU0235842985,JP Morgan Asset Management,C,0.75,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,14.84336,0.03443,9/4/2020
JPM Global Macro D (acc)  USD,Acc,US Dollar,L57818178,LU0235843108,JP Morgan Asset Management,D,1.9,EAA Fund Alt  Global Macro,Alternative,Global Macro,Global,,14.84336,0.03443,9/4/2020
