Fund Name,Dist (inc) / Accum,Main Currency,CUSIP,ISIN,Fund Family,Share,Net Expense Ratio,Morningstar Category,Asset Class,Sub Asset Class,Investment Area,Morningstar Rating overall,% Equity  USA ,% USA FI,Upload Date
US Property Fund,Acc,US Dollar,L6522K611,LU0073233875,Morgan Stanley,I,0.94,EAA Fund Property  Indirect North America,Equity,Real Estate Sector Equity,United States of America,2,98.35997,,9/4/2020
US Property Fund,Acc,US Dollar,L65235324,LU0073233958,Morgan Stanley,A,1.64,EAA Fund Property  Indirect North America,Equity,Real Estate Sector Equity,United States of America,2,98.35997,,9/4/2020
US Property Fund,Acc,US Dollar,L6523F249,LU0360477474,Morgan Stanley,Z,0.9,EAA Fund Property  Indirect North America,Equity,Real Estate Sector Equity,United States of America,2,98.35997,,9/4/2020
NB U.S. REAL ESTATE SECURITIES FD USD ADVISOR (ACC)   ,Acc,US Dollar,G5441Y294,IE00B0T0GQ85,NEUBERGER BERMAN OFFSHORE,I,2.16,EAA Fund Property  Indirect North America,Equity,Real Estate Sector Equity,United States of America,4,97.16578,,9/4/2020
NB U.S. REAL ESTATE SECURITIES FD USD INST'L (ACC)   ,Acc,US Dollar,G5441Y310,IE00B0T0GP78,NEUBERGER BERMAN OFFSHORE,T,1.05,EAA Fund Property  Indirect North America,Equity,Real Estate Sector Equity,United States of America,5,97.16578,,9/4/2020
NEUBERGER BERMAN U.S. REAL ESTATE FUND ADVISOR CLASS (INC) (USD) (OFFSHORE) ,Inc,US Dollar,G64333100,IE00B1G9WX41,NEUBERGER BERMAN OFFSHORE,A,2.16,EAA Fund Property  Indirect North America,Equity,Real Estate Sector Equity,United States of America,4,97.16578,,9/4/2020
NEUBERGER BERMAN U.S. REAL ESTATE SECURITIES FUND CLASS I (DIS) (USD) (OFFSHORE) ,Inc,US Dollar,G64333381,IE00B90CY062,NEUBERGER BERMAN OFFSHORE,S,1.41,EAA Fund Property  Indirect North America,Equity,Real Estate Sector Equity,United States of America,5,97.16578,,9/4/2020
NEUBERGER BERMAN U.S. REAL ESTATE SECURITIES FUND CLASS U (ACC) (USD) (OFFSHORE) ,Acc,US Dollar,G64333308,IE00B8Q9BF83,NEUBERGER BERMAN OFFSHORE,S,1.4,EAA Fund Property  Indirect North America,Equity,Real Estate Sector Equity,United States of America,,97.16578,,9/4/2020
Pan European Property Equities Fund Class A2 Acc (USD Hedged),Acc,US Dollar,L468A3512,LU1059379971,Janus Henderson Horizon & Gartmore, A2,2.9,EAA Fund Property  Indirect Other,Equity,Real Estate Sector Equity,Europe,,0,,9/4/2020
European Property Fund,Acc,US Dollar,L65141373,LU1209887279,Morgan Stanley,IHR (USD Hedged),0.99,EAA Fund Property  Indirect Other,Equity,Real Estate Sector Equity,Europe,,0,,9/4/2020
European Property Fund,Acc,US Dollar,L65141381,LU1209887436,Morgan Stanley,AH (USD Hedged),1.68,EAA Fund Property  Indirect Other,Equity,Real Estate Sector Equity,Europe,,0,,9/4/2020
BGF China Bond Fund,Acc,US Dollar,L1R49K286,LU0719319435,Blackrock,Class D2,0.65,EAA Fund RMB Bond,Fixed Income,Asia Fixed Income,China,5,,0,9/4/2020
BGF China Bond Fund,Acc,US Dollar,L104A5591,LU0679941327,Blackrock,Class A2,,EAA Fund RMB Bond,Fixed Income,Asia Fixed Income,China,5,,0,9/4/2020
BGF China Bond Fund,Acc,US Dollar,L104A5617,LU0683062482,Blackrock,Class C2,2.253,EAA Fund RMB Bond,Fixed Income,Asia Fixed Income,China,4,,0,9/4/2020
Aberdeen Standard SICAV I  China Onshore Bond Fund,Acc,US Dollar,L00229770,LU1808738725,Aberdeen Standard,A Acc USD,1.04,EAA Fund RMB Bond  Onshore,Fixed Income,Asia Fixed Income,China,,,0,9/4/2020
Aberdeen Standard SICAV I  China Onshore Bond Fund,Acc,US Dollar,L00229754,LU1808738998,Aberdeen Standard,I Acc USD,0.65,EAA Fund RMB Bond  Onshore,Fixed Income,Asia Fixed Income,China,,,0,9/4/2020
Aberdeen Standard SICAV I  China Onshore Bond Fund,Acc,US Dollar,L00213816,LU1834169101,Aberdeen Standard,W Acc USD,2.04,EAA Fund RMB Bond  Onshore,Fixed Income,Asia Fixed Income,China,,,0,9/4/2020
NEUBERGER BERMAN CHINA ONSHORE BOND FD CL I (USD)(ACC) (OFF)  ,Acc,US Dollar,G6430D598,IE00BYQX7S71,NEUBERGER BERMAN OFFSHORE, F,2.07,EAA Fund RMB Bond  Onshore,Fixed Income,Asia Fixed Income,China,4,,,9/4/2020
RMB Fixed Income,Acc,US Dollar,L8147P124,LU0845699502,Schroders,A Acc USD,1.08,EAA Fund RMB Bond  Onshore,Fixed Income,Asia Fixed Income,China,,,0,9/4/2020
AMUNDI FUNDS RUSSIAN EQUITY,Acc,US Dollar,L0216V819,LU1883867845,Amundi Pioneer,A USD,2.51,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,4,0,,9/4/2020
JPM Russia A (acc)  USD,Acc,US Dollar,L57810480,LU0225506756,JP Morgan Asset Management,A,1.8,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,3,3.27337,,9/4/2020
JPM Russia C (acc)  USD,Acc,US Dollar,L57810514,LU0215050302,JP Morgan Asset Management,C,1.05,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,3,3.27337,,9/4/2020
JPM Russia D (acc)  USD,Acc,US Dollar,L57810472,LU0215050484,JP Morgan Asset Management,D,2.8,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,2,3.27337,,9/4/2020
PictetRussia IndexI USD,Acc,US Dollar,L757A1850,LU0625741789,PICTET (ONLY FOR ADVISORY ACCTS),I USD,0.45,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,3,0,,9/4/2020
PictetRussia IndexIS USD,Acc,US Dollar,L757A1785,LU0625741862,PICTET (ONLY FOR ADVISORY ACCTS),IS USD,0.45,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,3,0,,9/4/2020
PictetRussia IndexP USD,Acc,US Dollar,L757A1827,LU0625741946,PICTET (ONLY FOR ADVISORY ACCTS),P USD,0.7,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,3,0,,9/4/2020
PictetRussia IndexR USD,Acc,US Dollar,L757A1801,LU0625742241,PICTET (ONLY FOR ADVISORY ACCTS),R USD,0.95,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,2,0,,9/4/2020
PictetRussian EquitiesI USD,Acc,US Dollar,L757A2148,LU0338482002,PICTET (ONLY FOR ADVISORY ACCTS),I USD,1.23,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,3,0,,9/4/2020
PictetRussian EquitiesP dy USD,Inc,US Dollar,L757A2130,LU0338482424,PICTET (ONLY FOR ADVISORY ACCTS),P dy USD,1.91,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,3,0,,9/4/2020
PictetRussian EquitiesP USD,Acc,US Dollar,L757A2155,LU0338482267,PICTET (ONLY FOR ADVISORY ACCTS),P USD,1.91,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,3,0,,9/4/2020
PictetRussian EquitiesR USD,Acc,US Dollar,L757A2163,LU0338482770,PICTET (ONLY FOR ADVISORY ACCTS),R USD,2.51,EAA Fund Russia Equity,Equity,Europe Emerging Markets Equity,Russia & CIS,2,0,,9/4/2020
BGF World Agriculture Fund,Acc,US Dollar,L1050C172,LU0385157309,Blackrock,Class C2,3.299,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,2,43.49494,0.03629,9/4/2020
BGF World Agriculture Fund,Acc,US Dollar,L1050F449,LU0629637199,Blackrock,Class D2,1.303,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,3,43.49494,0.03629,9/4/2020
BGF World Agriculture Fund,Acc,US Dollar,L1050C156,LU0385154629,Blackrock,Class A2,2.05,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,2,43.49494,0.03629,9/4/2020
PictetNutritionI EUR,Acc,Euro,L757A2437,LU0366533882,PICTET (ONLY FOR ADVISORY ACCTS),I EUR,1.21,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,5,40.33333,,9/4/2020
PictetNutritionI USD,Acc,US Dollar,L757A3682,LU0428745664,PICTET (ONLY FOR ADVISORY ACCTS),I USD,1.21,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,5,40.33333,,9/4/2020
PictetNutritionP dy EUR,Inc,Euro,L757A2445,LU0366534690,PICTET (ONLY FOR ADVISORY ACCTS),P dy EUR,2.01,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,4,40.33333,,9/4/2020
PictetNutritionP dy USD,Inc,US Dollar,L757A3690,LU0428745821,PICTET (ONLY FOR ADVISORY ACCTS),P dy USD,2.01,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,4,40.33333,,9/4/2020
PictetNutritionP EUR,Acc,Euro,L757A2452,LU0366534344,PICTET (ONLY FOR ADVISORY ACCTS),P EUR,2.01,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,4,40.33333,,9/4/2020
PictetNutritionP USD,Acc,US Dollar,L757A3708,LU0428745748,PICTET (ONLY FOR ADVISORY ACCTS),P USD,2.01,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,4,40.33333,,9/4/2020
PictetNutritionR EUR,Acc,Euro,L757A2429,LU0366534773,PICTET (ONLY FOR ADVISORY ACCTS),R EUR,2.71,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,4,40.33333,,9/4/2020
PictetNutritionR USD,Acc,US Dollar,L757A3716,LU0428746043,PICTET (ONLY FOR ADVISORY ACCTS),R USD,2.71,EAA Fund Sector Equity Agriculture,Equity,Equity Miscellaneous,Global,4,40.33333,,9/4/2020
BGF New Energy Fund,Acc,US Dollar,L1049K384,LU0147411861,Blackrock,Class C2,3.318,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,4,34.08465,0.0303,9/4/2020
BGF New Energy Fund,Acc,US Dollar,L1049K368,LU0124384867,Blackrock,Class A2,2.068,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,4,34.08465,0.0303,9/4/2020
BGF New Energy Fund,Acc,US Dollar,L1049X667,LU0252969661,Blackrock,Class D2,1.318,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,4,34.08465,0.0303,9/4/2020
PictetClean EnergyI dy EUR,Inc,Euro,L757A7592,LU0616375167,PICTET (ONLY FOR ADVISORY ACCTS),I dy EUR,1.2,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,3,51.3342,,9/4/2020
PictetClean EnergyI EUR,Acc,Euro,L7579Y587,LU0312383663,PICTET (ONLY FOR ADVISORY ACCTS),I EUR,1.2,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,4,51.3342,,9/4/2020
PictetClean EnergyI USD,Acc,US Dollar,L7579W607,LU0280430405,PICTET (ONLY FOR ADVISORY ACCTS),I USD,1.2,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,4,51.3342,,9/4/2020
PictetClean EnergyP dy USD,Inc,US Dollar,L7579W623,LU0280430744,PICTET (ONLY FOR ADVISORY ACCTS),P dy USD,2,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,3,51.3342,,9/4/2020
PictetClean EnergyP EUR,Acc,Euro,L7579W581,LU0280435388,PICTET (ONLY FOR ADVISORY ACCTS),P EUR,2,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,3,51.3342,,9/4/2020
PictetClean EnergyP USD,Acc,US Dollar,L7579W615,LU0280430660,PICTET (ONLY FOR ADVISORY ACCTS),P USD,2,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,3,51.3342,,9/4/2020
PictetClean EnergyR EUR,Acc,Euro,L7579W631,LU0280435461,PICTET (ONLY FOR ADVISORY ACCTS),R EUR,2.7,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,3,51.3342,,9/4/2020
PictetClean EnergyR USD,Acc,US Dollar,L7579W599,LU0280431049,PICTET (ONLY FOR ADVISORY ACCTS),R USD,2.7,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,3,51.3342,,9/4/2020
RobecoSam Smart Energy Fund  B (EUR)     ,Acc,Euro,L5783E330,LU0175571735,ROBECO,,1.94,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,4,,,9/4/2020
RobecoSam Smart Energy Fund  B (USD)     ,Acc,US Dollar,L5783H200,LU0267919529,ROBECO,,1.95,EAA Fund Sector Equity Alternative Energy,Equity,Energy Sector Equity,Global,4,,,9/4/2020
Franklin Biotechnology Discovery Fund,Acc,US Dollar,L4058R183,LU0109394709,Franklin Templeton,A(acc)USD,1.82,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,3,85.99519,,9/4/2020
Franklin Biotechnology Discovery Fund,Acc,US Dollar,L4058R233,LU0109394881,Franklin Templeton,B(acc)USD,3.13,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,3,85.99519,,9/4/2020
Franklin Biotechnology Discovery Fund,Acc,US Dollar,L4058Y360,LU0260873095,Franklin Templeton,C(acc)USD,2.4,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,3,85.99519,,9/4/2020
Franklin Biotechnology Discovery Fund,Acc,US Dollar,L4058R415,LU0122613499,Franklin Templeton,N(acc)USD,2.57,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,3,85.99519,,9/4/2020
PictetBiotechI EUR,Acc,Euro,L7598Q250,LU0255977372,PICTET (ONLY FOR ADVISORY ACCTS),I EUR,1.2,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,3,89.92925,,9/4/2020
PictetBiotechI USD,Acc,US Dollar,L757A3583,LU0112497283,PICTET (ONLY FOR ADVISORY ACCTS),I USD,1.2,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,3,89.92925,,9/4/2020
PictetBiotechP dy USD,Inc,US Dollar,L7598P575,LU0208607159,PICTET (ONLY FOR ADVISORY ACCTS),P dy USD,2,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,2,89.92925,,9/4/2020
PictetBiotechP EUR,Acc,Euro,L7598Q268,LU0255977455,PICTET (ONLY FOR ADVISORY ACCTS),P EUR,2,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,2,89.92925,,9/4/2020
PictetBiotechP USD,Acc,US Dollar,L75988110,LU0090689299,PICTET (ONLY FOR ADVISORY ACCTS),P USD,2,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,2,89.92925,,9/4/2020
PictetBiotechR EUR,Acc,Euro,L7598Q292,LU0255977539,PICTET (ONLY FOR ADVISORY ACCTS),R EUR,2.7,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,2,89.92925,,9/4/2020
PictetBiotechR USD,Acc,US Dollar,L7598P336,LU0112497440,PICTET (ONLY FOR ADVISORY ACCTS),R USD,2.7,EAA Fund Sector Equity Biotechnology,Equity,Healthcare Sector Equity,Global,2,89.92925,,9/4/2020
NN (L) Telecom  P Cap USD ,Acc,US Dollar,L5121X578,LU0119217528,NN/ Voya,P,1.8,EAA Fund Sector Equity Communications,Equity,Communications Sector Equity,Global,,,,9/4/2020
NN (L) Telecom  X Cap USD,Acc,US Dollar,L5121X503,LU0121205750,NN/ Voya,X,2.3,EAA Fund Sector Equity Communications,Equity,Communications Sector Equity,Global,,,,9/4/2020
Invesco Asia Consumer Demand Fund,Acc,US Dollar,L5444F726,LU0334857355,Invesco,A,2.02,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Asia Pacific ex Japan,3,0,,9/4/2020
Invesco Asia Consumer Demand Fund ,Acc,US Dollar,L5444F 734,LU0334857512,Invesco,C,1.42,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Asia Pacific ex Japan,3,0,,9/4/2020
Invesco Global Consumer Trends Fund,Acc,US Dollar,L5443C161 ,LU0052864419,Invesco,A,1.89,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,4,66.04194,,9/4/2020
Invesco Global Consumer Trends Fund,Acc,US Dollar,L54443 194,LU1252824310,Invesco,R,2.59,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,3,66.04194,,9/4/2020
Invesco Global Consumer Trends Fund,Acc,US Dollar,L5443C187,LU0100598878,Invesco,C,1.39,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,5,66.04194,,9/4/2020
PictetPremium BrandsI EUR,Acc,Euro,L7599N108,LU0217138485,PICTET (ONLY FOR ADVISORY ACCTS),I EUR,1.2,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,3,47.159,,9/4/2020
PictetPremium BrandsI USD,Acc,US Dollar,L757A3617,LU0280433417,PICTET (ONLY FOR ADVISORY ACCTS),I USD,1.2,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,3,47.159,,9/4/2020
PictetPremium BrandsP dy EUR,Inc,Euro,L7598P815,LU0217139533,PICTET (ONLY FOR ADVISORY ACCTS),P dy EUR,2,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,3,47.159,,9/4/2020
PictetPremium BrandsP EUR,Acc,Euro,L7579Y116,LU0217139020,PICTET (ONLY FOR ADVISORY ACCTS),P EUR,2,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,3,47.159,,9/4/2020
PictetPremium BrandsP USD,Acc,US Dollar,L7598P807,LU0280433847,PICTET (ONLY FOR ADVISORY ACCTS),P USD,2,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,3,47.159,,9/4/2020
PictetPremium BrandsR EUR,Acc,Euro,L7598P823,LU0217138725,PICTET (ONLY FOR ADVISORY ACCTS),R EUR,2.7,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,2,47.159,,9/4/2020
PictetPremium BrandsR USD,Acc,US Dollar,L7579Y132,LU0280434068,PICTET (ONLY FOR ADVISORY ACCTS),R USD,2.7,EAA Fund Sector Equity Consumer Goods & Services,Equity,Consumer Goods & Services Sector Equity,Global,2,47.159,,9/4/2020
AMUNDI FUNDS GLOBAL ECOLOGY ESG,Acc,Euro,L0216Q166,LU1883318740,Amundi Pioneer,A EUR,2.43,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,3,37.11152,,9/4/2020
AMUNDI FUNDS GLOBAL ECOLOGY ESG,Acc,US Dollar,L0216Q182,LU1883319045,Amundi Pioneer,A USD,2.44,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,3,37.11152,,9/4/2020
AMUNDI FUNDS GLOBAL ECOLOGY ESG,Inc,US Dollar,L0216Q174,LU1883319128,Amundi Pioneer,A USD AD,2.44,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,2,37.11152,,9/4/2020
AMUNDI FUNDS GLOBAL ECOLOGY ESG,Acc,US Dollar,L0216Q190,LU1883319391,Amundi Pioneer,B USD,4.03,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,,37.11152,,9/4/2020
AMUNDI FUNDS GLOBAL ECOLOGY ESG,Acc,US Dollar,L0216Q216,LU1883319557,Amundi Pioneer,C USD,3.24,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,3,37.11152,,9/4/2020
AMUNDI FUNDS GLOBAL ECOLOGY ESG,Acc,US Dollar,L0216Q273,LU1883320217,Amundi Pioneer,I2 USD,0.89,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,3,37.11152,,9/4/2020
Templeton Global Climate Change Fund 5,Acc,US Dollar,L4059A239,LU0260866552,Franklin Templeton,B(acc)USD,3.13,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,2,22.32976,,9/4/2020
NN (L) Materials  P Cap USD,Acc,US Dollar,L5121W505,LU0119199791,NN/ Voya,P ,1.8,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,,39.97492,,9/4/2020
NN (L) Materials  X Cap USD ,Acc,US Dollar,L5121X487,LU0121174006,NN/ Voya,X ,2.3,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,,39.97492,,9/4/2020
PictetGlobal Environmental OpportunitiesI USD,Acc,US Dollar,L7599M530,LU0503632100,PICTET (ONLY FOR ADVISORY ACCTS),I USD,1.21,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,5,52.07675,,9/4/2020
PictetGlobal Environmental OpportunitiesP dy USD,Inc,US Dollar,L7599M514,LU0503632449,PICTET (ONLY FOR ADVISORY ACCTS),P dy USD,2.01,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,4,52.07675,,9/4/2020
PictetGlobal Environmental OpportunitiesP USD,Acc,US Dollar,L7599M522,LU0503632282,PICTET (ONLY FOR ADVISORY ACCTS),P USD,2.01,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,4,52.07675,,9/4/2020
PictetGlobal Environmental OpportunitiesR USD,Acc,US Dollar,L7599M571,LU0503632522,PICTET (ONLY FOR ADVISORY ACCTS),R USD,2.71,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,3,52.07675,,9/4/2020
Global Climate Change Equity,Acc,US Dollar,L81463165,LU0302446215,Schroders,A1 Acc USD,2.37,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,4,35.56645,,9/4/2020
Global Climate Change Equity,Acc,US Dollar,L8146K100,LU0378800949,Schroders,B (alt C) Acc USD,2.46,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,3,35.56645,,9/4/2020
Global Climate Change Equity,Acc,US Dollar,L81463207,LU0302446132,Schroders,C (inst) Acc USD,1.31,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,5,35.56645,,9/4/2020
Wellington Climate Strategy Fund,Acc,US Dollar,,LU1889107774,Wellington Management Funds,D,1.45,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,,48.34198,,9/4/2020
Wellington Climate Strategy Fund,Acc,US Dollar,,LU1889107691,Wellington Management Funds,N,1,EAA Fund Sector Equity Ecology,Equity,Global Equity Large Cap,Global,,48.34198,,9/4/2020
BGF World Energy Fund,Acc,US Dollar,L1049M331,LU0122376428,Blackrock,Class A2,2.063,EAA Fund Sector Equity Energy,Equity,Energy Sector Equity,Global,2,45.79577,0.02452,9/4/2020
BGF World Energy Fund,Acc,US Dollar,L1050C875,LU0252969075,Blackrock,Class D2,1.313,EAA Fund Sector Equity Energy,Equity,Energy Sector Equity,Global,2,45.79577,0.02452,9/4/2020
BGF World Energy Fund,Acc,US Dollar,L1049M356,LU0147400070,Blackrock,Class C2,3.311,EAA Fund Sector Equity Energy,Equity,Energy Sector Equity,Global,2,45.79577,0.02452,9/4/2020
Franklin Natural Resources Fund,Acc,US Dollar,L4058Y600,LU0300736062,Franklin Templeton,A(acc)USD,1.85,EAA Fund Sector Equity Energy,Equity,Energy Sector Equity,Global,2,66.82003,,9/4/2020
Franklin Natural Resources Fund,Inc,US Dollar,L4058Y618,LU0300736492,Franklin Templeton,A(Ydis)USD,1.85,EAA Fund Sector Equity Energy,Equity,Energy Sector Equity,Global,2,66.82003,,9/4/2020
Franklin Natural Resources Fund,Acc,US Dollar,L4058V531,LU0496371369,Franklin Templeton,B(acc)USD,3.16,EAA Fund Sector Equity Energy,Equity,Energy Sector Equity,Global,2,66.82003,,9/4/2020
Franklin Natural Resources Fund,Acc,US Dollar,L40592682,LU0343523568,Franklin Templeton,C(acc)USD,2.43,EAA Fund Sector Equity Energy,Equity,Energy Sector Equity,Global,2,66.82003,,9/4/2020
Invesco Energy Fund,Acc,US Dollar,L5443C633 ,LU0123357419,Invesco,A,1.91,EAA Fund Sector Equity Energy,Equity,Energy Sector Equity,Global,1,54.66726,,9/4/2020
